Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Task Categories,Chrome 102.0.5005.115,,,2022-07-20 10:43:55,2022-07-20 10:45:54,"1m - 58,615s",FAILED
,,,,,,,
Test Cases/Edit Task Categorie,Chrome 102.0.5005.115,,,2022-07-20 10:43:56,2022-07-20 10:45:03,"1m - 6,589s",PASSED
"openBrowser("""")",Chrome 102.0.5005.115,,,2022-07-20 10:43:57,2022-07-20 10:43:58,"1,806s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 102.0.5005.115,,,2022-07-20 10:43:58,2022-07-20 10:44:50,"51,797s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 102.0.5005.115,,,2022-07-20 10:44:50,2022-07-20 10:44:51,"0,879s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 102.0.5005.115,,,2022-07-20 10:44:51,2022-07-20 10:44:52,"0,768s",PASSED
"click(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/button_Login""))",Chrome 102.0.5005.115,,,2022-07-20 10:44:52,2022-07-20 10:44:54,"2,617s",PASSED
"click(findTestObject(""Task Categories/Add task categorie/strong_Maintenance Tools""))",Chrome 102.0.5005.115,,,2022-07-20 10:44:54,2022-07-20 10:44:55,"0,755s",PASSED
"click(findTestObject(""Task Categories/Add task categorie/span_Task Categories""))",Chrome 102.0.5005.115,,,2022-07-20 10:44:55,2022-07-20 10:44:56,"0,512s",PASSED
"setText(findTestObject(""Task Categories/edit delete task categorie/input_Task to search""), description)",Chrome 102.0.5005.115,,,2022-07-20 10:44:56,2022-07-20 10:44:57,"1,089s",PASSED
"click(findTestObject(""Task Categories/edit delete task categorie/editButton""))",Chrome 102.0.5005.115,,,2022-07-20 10:44:57,2022-07-20 10:44:58,"0,940s",PASSED
"setText(findTestObject(""Task Categories/edit delete task categorie/input_Description_to edit""), descriptionmodify)",Chrome 102.0.5005.115,,,2022-07-20 10:44:58,2022-07-20 10:44:59,"1,129s",PASSED
"selectOptionByValue(findTestObject(""Task Categories/edit delete task categorie/select_acitve""), ""false"", false)",Chrome 102.0.5005.115,,,2022-07-20 10:44:59,2022-07-20 10:45:00,"0,714s",PASSED
"click(findTestObject(""Task Categories/edit delete task categorie/button_Welcome, Julio Uzctegui_saveButton""))",Chrome 102.0.5005.115,,,2022-07-20 10:45:00,2022-07-20 10:45:00,"0,442s",PASSED
"click(findTestObject(""Task Categories/edit delete task categorie/button_Accept - edit""))",Chrome 102.0.5005.115,,,2022-07-20 10:45:00,2022-07-20 10:45:01,"0,652s",PASSED
"delay(1, STOP_ON_FAILURE)",Chrome 102.0.5005.115,,,2022-07-20 10:45:01,2022-07-20 10:45:02,"1,070s",PASSED
takeFullPageScreenshot(),Chrome 102.0.5005.115,,,2022-07-20 10:45:02,2022-07-20 10:45:03,"0,847s",PASSED
,,,,,,,
Test Cases/Delete Task Categorie,Chrome 102.0.5005.115,,,2022-07-20 10:45:03,2022-07-20 10:45:54,"51,367s",FAILED
"openBrowser("""")",Chrome 102.0.5005.115,,,2022-07-20 10:45:03,2022-07-20 10:45:04,"0,914s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 102.0.5005.115,,,2022-07-20 10:45:04,2022-07-20 10:45:47,"42,658s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 102.0.5005.115,,,2022-07-20 10:45:47,2022-07-20 10:45:47,"0,727s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 102.0.5005.115,,,2022-07-20 10:45:47,2022-07-20 10:45:48,"0,692s",PASSED
"click(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/button_Login""))",Chrome 102.0.5005.115,,,2022-07-20 10:45:48,2022-07-20 10:45:50,"2,496s",PASSED
"click(findTestObject(""Task Categories/Add task categorie/strong_Maintenance Tools""))",Chrome 102.0.5005.115,,,2022-07-20 10:45:50,2022-07-20 10:45:51,"0,796s",PASSED
"click(findTestObject(""Task Categories/Add task categorie/span_Task Categories""))",Chrome 102.0.5005.115,,,2022-07-20 10:45:51,2022-07-20 10:45:52,"0,518s",PASSED
"setText(findTestObject(""Task Categories/edit delete task categorie/input_Task to search""), descriptionmodify)",Chrome 102.0.5005.115,,,2022-07-20 10:45:52,2022-07-20 10:45:53,"1,130s",PASSED
"click(findTestObject(""Task Categories/edit delete task categorie/button_Welcome, Julio Uzctegui_deleteButton""))",Chrome 102.0.5005.115,,,2022-07-20 10:45:53,2022-07-20 10:45:53,"0,448s",PASSED
"click(findTestObject(""Task Categories/edit delete task categorie/button_Accept""))",Chrome 102.0.5005.115,,,2022-07-20 10:45:53,2022-07-20 10:45:54,"0,624s",FAILED
