Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Worklist Rules,Chrome 102.0.5005.115,,,2022-06-28 22:43:51,2022-06-28 22:48:26,"4m - 35,119s",FAILED
,,,,,,,
Test Cases/Edit Worklist Rule,Chrome 102.0.5005.115,,,2022-06-28 22:43:52,2022-06-28 22:45:42,"1m - 49,766s",PASSED
"openBrowser("""")",Chrome 102.0.5005.115,,,2022-06-28 22:43:52,2022-06-28 22:43:54,"1,732s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 102.0.5005.115,,,2022-06-28 22:43:54,2022-06-28 22:45:27,"1m - 33,312s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 102.0.5005.115,,,2022-06-28 22:45:27,2022-06-28 22:45:28,"0,803s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 102.0.5005.115,,,2022-06-28 22:45:28,2022-06-28 22:45:29,"0,706s",PASSED
"click(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/button_Login""))",Chrome 102.0.5005.115,,,2022-06-28 22:45:29,2022-06-28 22:45:31,"2,551s",PASSED
"click(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/strong_Maintenance Tools""))",Chrome 102.0.5005.115,,,2022-06-28 22:45:31,2022-06-28 22:45:32,"0,975s",PASSED
"click(findTestObject(""Worklist Rule/Add worklist Rule/span_Worklist Rules""))",Chrome 102.0.5005.115,,,2022-06-28 22:45:32,2022-06-28 22:45:33,"0,482s",PASSED
"setText(findTestObject(""Worklist Rule/Edit Worklist Rule/input_Worklist Rules_search""), worklistrule)",Chrome 102.0.5005.115,,,2022-06-28 22:45:33,2022-06-28 22:45:34,"1,252s",PASSED
"click(findTestObject(""Worklist Rule/Edit Worklist Rule/button_Office_editButton""))",Chrome 102.0.5005.115,,,2022-06-28 22:45:34,2022-06-28 22:45:35,"0,512s",PASSED
"setText(findTestObject(""Worklist Rule/Edit Worklist Rule/input_Worklist Rule Name_modify""), worklistrulemodify)",Chrome 102.0.5005.115,,,2022-06-28 22:45:35,2022-06-28 22:45:38,"3,287s",PASSED
"click(findTestObject(""Worklist Rule/Add worklist Rule/span_Phone Number_p-inputswitch-slider""))",Chrome 102.0.5005.115,,,2022-06-28 22:45:38,2022-06-28 22:45:38,"0,367s",PASSED
"click(findTestObject(""Worklist Rule/Add worklist Rule/span_Program_p-inputswitch-slider""))",Chrome 102.0.5005.115,,,2022-06-28 22:45:38,2022-06-28 22:45:39,"0,422s",PASSED
"click(findTestObject(""Worklist Rule/Edit Worklist Rule/button_Welcome, Julio Uzctegui_saveButton""))",Chrome 102.0.5005.115,,,2022-06-28 22:45:39,2022-06-28 22:45:39,"0,407s",PASSED
"click(findTestObject(""Worklist Rule/Edit Worklist Rule/button_Accept""))",Chrome 102.0.5005.115,,,2022-06-28 22:45:39,2022-06-28 22:45:40,"0,717s",PASSED
"delay(1, STOP_ON_FAILURE)",Chrome 102.0.5005.115,,,2022-06-28 22:45:40,2022-06-28 22:45:41,"1,049s",PASSED
takeFullPageScreenshot(),Chrome 102.0.5005.115,,,2022-06-28 22:45:41,2022-06-28 22:45:42,"0,709s",PASSED
,,,,,,,
Test Cases/Delete Worklist Rule,Chrome 102.0.5005.115,,,2022-06-28 22:45:42,2022-06-28 22:48:26,"2m - 44,791s",FAILED
"openBrowser("""")",Chrome 102.0.5005.115,,,2022-06-28 22:45:42,2022-06-28 22:45:43,"0,733s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 102.0.5005.115,,,2022-06-28 22:45:43,2022-06-28 22:47:49,"2m - 6,036s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 102.0.5005.115,,,2022-06-28 22:47:49,2022-06-28 22:47:49,"0,720s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 102.0.5005.115,,,2022-06-28 22:47:49,2022-06-28 22:47:50,"0,677s",PASSED
"click(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/button_Login""))",Chrome 102.0.5005.115,,,2022-06-28 22:47:50,2022-06-28 22:47:52,"2,416s",PASSED
"click(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/strong_Maintenance Tools""))",Chrome 102.0.5005.115,,,2022-06-28 22:47:52,2022-06-28 22:47:53,"0,865s",PASSED
"click(findTestObject(""Worklist Rule/Add worklist Rule/span_Worklist Rules""))",Chrome 102.0.5005.115,,,2022-06-28 22:47:53,2022-06-28 22:47:54,"0,475s",PASSED
"setText(findTestObject(""Worklist Rule/Edit Worklist Rule/input_Worklist Rules_search""), worklistrulemodify)",Chrome 102.0.5005.115,,,2022-06-28 22:47:54,2022-06-28 22:47:55,"1,296s",PASSED
"click(findTestObject(""Worklist Rule/Delete Worlist Rule/td_Office_tdEditButton""))",Chrome 102.0.5005.115,,,2022-06-28 22:47:55,2022-06-28 22:48:26,"31,283s",FAILED
