Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Bulk Reassign,Chrome 100.0.4896.75,,,2022-05-05 16:09:52,2022-05-05 16:10:56,"1m - 4,988s",FAILED
,,,,,,,
Test Cases/Reassign Leads,Chrome 100.0.4896.75,,,2022-05-05 16:09:52,2022-05-05 16:10:56,"1m - 4,320s",FAILED
"openBrowser("""")",Chrome 100.0.4896.75,,,2022-05-05 16:09:53,2022-05-05 16:09:55,"1,908s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 100.0.4896.75,,,2022-05-05 16:09:55,2022-05-05 16:10:11,"16,050s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 100.0.4896.75,,,2022-05-05 16:10:11,2022-05-05 16:10:11,"0,885s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 100.0.4896.75,,,2022-05-05 16:10:11,2022-05-05 16:10:12,"0,853s",PASSED
"click(findTestObject(""Object Repository/Create Lead/button_Login""))",Chrome 100.0.4896.75,,,2022-05-05 16:10:12,2022-05-05 16:10:13,"0,463s",PASSED
"click(findTestObject(""Distribute Leads/strong_Lead Maintenance""))",Chrome 100.0.4896.75,,,2022-05-05 16:10:13,2022-05-05 16:10:13,"0,663s",PASSED
"click(findTestObject(""Bulk Reassign/span_Bulk Reassign""))",Chrome 100.0.4896.75,,,2022-05-05 16:10:13,2022-05-05 16:10:14,"0,646s",PASSED
"click(findTestObject(""Object Repository/Myworklist(lead status)/search ojito add note/Page_Debt IMS/input_From""))",Chrome 100.0.4896.75,,,2022-05-05 16:10:14,2022-05-05 16:10:15,"1,011s",PASSED
"click(findTestObject(""Object Repository/debt ims R/Page_Debt IMS/span_1""))",Chrome 100.0.4896.75,,,2022-05-05 16:10:15,2022-05-05 16:10:16,"0,411s",PASSED
"click(findTestObject(""Object Repository/Myworklist(lead status)/search ojito add note/Page_Debt IMS/input_To_form""))",Chrome 100.0.4896.75,,,2022-05-05 16:10:16,2022-05-05 16:10:17,"1,126s",PASSED
"click(findTestObject(""Object Repository/debt ims R/Page_Debt IMS/span_31""), OPTIONAL)",Chrome 100.0.4896.75,,,2022-05-05 16:10:17,2022-05-05 16:10:17,"0,436s",PASSED
"click(findTestObject(""Object Repository/debt ims R/Page_Debt IMS/span_30""), OPTIONAL)",Chrome 100.0.4896.75,,,2022-05-05 16:10:17,2022-05-05 16:10:18,"1,334s",PASSED
"click(findTestObject(""Object Repository/debt ims R/Page_Debt IMS/span_29""), OPTIONAL)",Chrome 100.0.4896.75,,,2022-05-05 16:10:18,2022-05-05 16:10:19,"0,541s",PASSED
"click(findTestObject(""Object Repository/debt ims R/Page_Debt IMS/span_28""), OPTIONAL)",Chrome 100.0.4896.75,,,2022-05-05 16:10:19,2022-05-05 16:10:20,"0,534s",PASSED
"click(findTestObject(""Bulk Reassign/div_Select a Status(es)""))",Chrome 100.0.4896.75,,,2022-05-05 16:10:20,2022-05-05 16:10:20,"0,460s",PASSED
"click(findTestObject(""Bulk Reassign/span_Attempting contact""))",Chrome 100.0.4896.75,,,2022-05-05 16:10:20,2022-05-05 16:10:21,"0,839s",PASSED
"click(findTestObject(""Bulk Reassign/div_Select a Source(s)""))",Chrome 100.0.4896.75,,,2022-05-05 16:10:21,2022-05-05 16:10:22,"1,081s",PASSED
"click(findTestObject(""Bulk Reassign/span_Mailer""))",Chrome 100.0.4896.75,,,2022-05-05 16:10:22,2022-05-05 16:10:23,"0,727s",PASSED
"click(findTestObject(""Bulk Reassign/div_Select a Program(s)""))",Chrome 100.0.4896.75,,,2022-05-05 16:10:23,2022-05-05 16:10:23,"0,739s",PASSED
"click(findTestObject(""Bulk Reassign/span_HFG NONE""))",Chrome 100.0.4896.75,,,2022-05-05 16:10:23,2022-05-05 16:10:24,"0,698s",PASSED
"selectOptionByValue(findTestObject(""Bulk Reassign/select_Select from user""), ""1008"", false)",Chrome 100.0.4896.75,,,2022-05-05 16:10:24,2022-05-05 16:10:25,"0,945s",PASSED
"selectOptionByValue(findTestObject(""Bulk Reassign/select_Select  to user""), ""1001"", false)",Chrome 100.0.4896.75,,,2022-05-05 16:10:25,2022-05-05 16:10:56,"31,457s",FAILED
