Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Bulk Update,Chrome 100.0.4896.75,,,2022-05-09 18:49:21,2022-05-09 18:50:51,"1m - 29,746s",FAILED
,,,,,,,
Test Cases/Update Leads,Chrome 100.0.4896.75,,,2022-05-09 18:49:21,2022-05-09 18:50:51,"1m - 29,175s",FAILED
"openBrowser("""")",Chrome 100.0.4896.75,,,2022-05-09 18:49:22,2022-05-09 18:49:24,"1,762s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 100.0.4896.75,,,2022-05-09 18:49:24,2022-05-09 18:50:13,"49,381s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 100.0.4896.75,,,2022-05-09 18:50:13,2022-05-09 18:50:14,"0,863s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 100.0.4896.75,,,2022-05-09 18:50:14,2022-05-09 18:50:15,"0,734s",PASSED
"click(findTestObject(""Object Repository/Create Lead/button_Login""))",Chrome 100.0.4896.75,,,2022-05-09 18:50:15,2022-05-09 18:50:15,"0,480s",PASSED
"click(findTestObject(""Distribute Leads/strong_Lead Maintenance""))",Chrome 100.0.4896.75,,,2022-05-09 18:50:15,2022-05-09 18:50:16,"0,774s",PASSED
"click(findTestObject(""Bulk Update/span_Bulk Update""))",Chrome 100.0.4896.75,,,2022-05-09 18:50:16,2022-05-09 18:50:17,"0,658s",PASSED
"click(findTestObject(""Bulk Update/Page_Debt IMS/div_Select an Office(s)""))",Chrome 100.0.4896.75,,,2022-05-09 18:50:17,2022-05-09 18:50:18,"0,980s",PASSED
"click(findTestObject(""Bulk Update/span_Debt - Ims""))",Chrome 100.0.4896.75,,,2022-05-09 18:50:18,2022-05-09 18:50:19,"1,563s",PASSED
"click(findTestObject(""Bulk Update/Page_Debt IMS/div_Select a User(s)""))",Chrome 100.0.4896.75,,,2022-05-09 18:50:19,2022-05-09 18:50:51,"31,467s",FAILED
