Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Community Rules,Chrome 100.0.4896.75,,,2022-05-18 11:17:55,2022-05-18 11:20:09,"2m - 14,342s",FAILED
,,,,,,,
Test Cases/Add Community Rule,Chrome 100.0.4896.75,,,2022-05-18 11:17:56,2022-05-18 11:18:53,"57,808s",PASSED
"openBrowser("""")",Chrome 100.0.4896.75,,,2022-05-18 11:17:56,2022-05-18 11:17:58,"1,901s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 100.0.4896.75,,,2022-05-18 11:17:58,2022-05-18 11:18:38,"39,900s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 100.0.4896.75,,,2022-05-18 11:18:38,2022-05-18 11:18:39,"0,844s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 100.0.4896.75,,,2022-05-18 11:18:39,2022-05-18 11:18:40,"0,804s",PASSED
"click(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/button_Login""))",Chrome 100.0.4896.75,,,2022-05-18 11:18:40,2022-05-18 11:18:40,"0,421s",PASSED
"click(findTestObject(""Competitors/Add Competitors/strong_Maintenance Tools""))",Chrome 100.0.4896.75,,,2022-05-18 11:18:40,2022-05-18 11:18:41,"1,435s",PASSED
"click(findTestObject(""Community Rules/Add community rule/span_Community Rules""))",Chrome 100.0.4896.75,,,2022-05-18 11:18:41,2022-05-18 11:18:44,"2,653s",PASSED
"click(findTestObject(""Competitors/Add Competitors/button_Welcome, Julio Uzctegui_addButton""))",Chrome 100.0.4896.75,,,2022-05-18 11:18:44,2022-05-18 11:18:47,"3,030s",PASSED
"selectOptionByValue(findTestObject(""Community Rules/Add community rule/select_office""), ""1"", false)",Chrome 100.0.4896.75,,,2022-05-18 11:18:47,2022-05-18 11:18:49,"1,751s",PASSED
"setText(findTestObject(""Community Rules/Add community rule/input_Community Rule Name_""), communityrulename)",Chrome 100.0.4896.75,,,2022-05-18 11:18:49,2022-05-18 11:18:50,"0,771s",PASSED
"click(findTestObject(""Community Rules/Page_Debt IMS/span_Show Age""))",Chrome 100.0.4896.75,,,2022-05-18 11:18:50,2022-05-18 11:18:50,"0,397s",PASSED
"click(findTestObject(""Community Rules/Page_Debt IMS/span_Show Source""))",Chrome 100.0.4896.75,,,2022-05-18 11:18:50,2022-05-18 11:18:50,"0,420s",PASSED
"click(findTestObject(""Community Rules/Page_Debt IMS/span_Show City""))",Chrome 100.0.4896.75,,,2022-05-18 11:18:50,2022-05-18 11:18:51,"0,375s",PASSED
"click(findTestObject(""Community Rules/Page_Debt IMS/span_Show Speak Spanish""))",Chrome 100.0.4896.75,,,2022-05-18 11:18:51,2022-05-18 11:18:51,"0,447s",PASSED
"click(findTestObject(""Competitors/Add Competitors/button_Welcome, Julio Uzctegui_saveButton""))",Chrome 100.0.4896.75,,,2022-05-18 11:18:51,2022-05-18 11:18:52,"0,399s",PASSED
delay(1),Chrome 100.0.4896.75,,,2022-05-18 11:18:52,2022-05-18 11:18:53,"1,023s",PASSED
takeFullPageScreenshot([]),Chrome 100.0.4896.75,,,2022-05-18 11:18:53,2022-05-18 11:18:53,"0,762s",PASSED
,,,,,,,
Test Cases/Edit Community Rule,Chrome 100.0.4896.75,,,2022-05-18 11:18:54,2022-05-18 11:20:07,"1m - 13,326s",FAILED
"openBrowser("""")",Chrome 100.0.4896.75,,,2022-05-18 11:18:54,2022-05-18 11:18:55,"0,938s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 100.0.4896.75,,,2022-05-18 11:18:55,2022-05-18 11:19:42,"47,667s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 100.0.4896.75,,,2022-05-18 11:19:42,2022-05-18 11:19:43,"0,717s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 100.0.4896.75,,,2022-05-18 11:19:43,2022-05-18 11:19:44,"0,694s",PASSED
"click(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/button_Login""))",Chrome 100.0.4896.75,,,2022-05-18 11:19:44,2022-05-18 11:19:44,"0,342s",PASSED
"click(findTestObject(""Competitors/Add Competitors/strong_Maintenance Tools""))",Chrome 100.0.4896.75,,,2022-05-18 11:19:44,2022-05-18 11:19:46,"1,336s",PASSED
"click(findTestObject(""Community Rules/Add community rule/span_Community Rules""))",Chrome 100.0.4896.75,,,2022-05-18 11:19:46,2022-05-18 11:19:48,"2,676s",PASSED
