Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Profiles,Chrome 102.0.5005.115,,,2022-07-12 16:30:20,2022-07-12 16:31:40,"1m - 19,980s",FAILED
,,,,,,,
Test Cases/Add Profile,Chrome 102.0.5005.115,,,2022-07-12 16:30:20,2022-07-12 16:31:40,"1m - 19,442s",FAILED
"openBrowser("""")",Chrome 102.0.5005.115,,,2022-07-12 16:30:21,2022-07-12 16:30:22,"1,712s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 102.0.5005.115,,,2022-07-12 16:30:22,2022-07-12 16:30:58,"35,384s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 102.0.5005.115,,,2022-07-12 16:30:58,2022-07-12 16:30:59,"0,812s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 102.0.5005.115,,,2022-07-12 16:30:59,2022-07-12 16:30:59,"0,745s",PASSED
"click(findTestObject(""Object Repository/Profiles/Page_Debt IMS/button_Login""))",Chrome 102.0.5005.115,,,2022-07-12 16:30:59,2022-07-12 16:31:02,"2,532s",PASSED
"click(findTestObject(""Object Repository/Profiles/Page_Debt IMS/strong_Security""))",Chrome 102.0.5005.115,,,2022-07-12 16:31:02,2022-07-12 16:31:03,"0,728s",PASSED
"click(findTestObject(""Object Repository/Profiles/Page_Debt IMS/span_Profiles""))",Chrome 102.0.5005.115,,,2022-07-12 16:31:03,2022-07-12 16:31:03,"0,563s",PASSED
"click(findTestObject(""Object Repository/Profiles/Page_Debt IMS/button_Welcome, Julio Uzctegui_addButton""))",Chrome 102.0.5005.115,,,2022-07-12 16:31:03,2022-07-12 16:31:04,"0,810s",PASSED
"setText(findTestObject(""Profiles/Page_Debt IMS/Page_Debt IMS/input_Name Profile""), name)",Chrome 102.0.5005.115,,,2022-07-12 16:31:04,2022-07-12 16:31:06,"2,227s",PASSED
"setText(findTestObject(""Profiles/Page_Debt IMS/Page_Debt IMS/input_Description_""), description)",Chrome 102.0.5005.115,,,2022-07-12 16:31:06,2022-07-12 16:31:07,"0,880s",PASSED
"selectOptionByValue(findTestObject(""Object Repository/Profiles/Page_Debt IMS/select_Select oneEnableDisable""), ""false"", true)",Chrome 102.0.5005.115,,,2022-07-12 16:31:07,2022-07-12 16:31:08,"1,081s",PASSED
"click(findTestObject(""Profiles/Page_Debt IMS/Page_Debt IMS/span_Delete_p-button-icon pi pi-angle-right""))",Chrome 102.0.5005.115,,,2022-07-12 16:31:08,2022-07-12 16:31:40,"31,508s",FAILED
