Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Breaks,Chrome 98.0.4758.102,,,2022-04-13 15:55:07,2022-04-13 15:55:36,"29,227s",PASSED
,,,,,,,
Test Cases/Delete Break,Chrome 98.0.4758.102,,,2022-04-13 15:55:07,2022-04-13 15:55:36,"28,679s",PASSED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-04-13 15:55:08,2022-04-13 15:55:10,"1,920s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 98.0.4758.102,,,2022-04-13 15:55:10,2022-04-13 15:55:28,"17,744s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 98.0.4758.102,,,2022-04-13 15:55:28,2022-04-13 15:55:29,"0,848s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 98.0.4758.102,,,2022-04-13 15:55:29,2022-04-13 15:55:29,"0,772s",PASSED
"click(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/button_Login""))",Chrome 98.0.4758.102,,,2022-04-13 15:55:29,2022-04-13 15:55:32,"2,581s",PASSED
"click(findTestObject(""Breaks/Page_Debt IMS/strong_Administration""))",Chrome 98.0.4758.102,,,2022-04-13 15:55:32,2022-04-13 15:55:33,"0,759s",PASSED
"click(findTestObject(""Breaks/Page_Debt IMS/span_Breaks""))",Chrome 98.0.4758.102,,,2022-04-13 15:55:33,2022-04-13 15:55:33,"0,495s",PASSED
"setText(findTestObject(""Breaks/input_Break search""), ""test aut"")",Chrome 98.0.4758.102,,,2022-04-13 15:55:33,2022-04-13 15:55:34,"1,044s",PASSED
"click(findTestObject(""Breaks/td_Status_tdEditButton choose to delete""))",Chrome 98.0.4758.102,,,2022-04-13 15:55:34,2022-04-13 15:55:35,"0,810s",PASSED
"click(findTestObject(""Teams/Page_Debt IMS/button_Welcome, Julio Uzctegui_deleteButton""))",Chrome 98.0.4758.102,,,2022-04-13 15:55:35,2022-04-13 15:55:35,"0,493s",PASSED
"click(findTestObject(""Breaks/button_Accept delete""))",Chrome 98.0.4758.102,,,2022-04-13 15:55:35,2022-04-13 15:55:36,"0,680s",PASSED
