Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Competitors,Chrome 100.0.4896.75,,,2022-05-12 10:30:14,2022-05-12 10:31:58,"1m - 43,685s",FAILED
,,,,,,,
Test Cases/Edit Competitor,Chrome 100.0.4896.75,,,2022-05-12 10:30:15,2022-05-12 10:31:10,"54,876s",FAILED
"openBrowser("""")",Chrome 100.0.4896.75,,,2022-05-12 10:30:15,2022-05-12 10:30:17,"1,913s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 100.0.4896.75,,,2022-05-12 10:30:17,2022-05-12 10:30:31,"13,435s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 100.0.4896.75,,,2022-05-12 10:30:31,2022-05-12 10:30:31,"0,893s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 100.0.4896.75,,,2022-05-12 10:30:31,2022-05-12 10:30:32,"0,872s",PASSED
"click(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/button_Login""))",Chrome 100.0.4896.75,,,2022-05-12 10:30:32,2022-05-12 10:30:35,"2,581s",PASSED
"click(findTestObject(""Competitors/Add Competitors/strong_Maintenance Tools""))",Chrome 100.0.4896.75,,,2022-05-12 10:30:35,2022-05-12 10:30:36,"0,810s",PASSED
"click(findTestObject(""Competitors/Add Competitors/span_Competitors""))",Chrome 100.0.4896.75,,,2022-05-12 10:30:36,2022-05-12 10:30:36,"0,559s",PASSED
"setText(findTestObject(""Competitors/Edit Competitor/input competitors for search""), competitorname)",Chrome 100.0.4896.75,,,2022-05-12 10:30:36,2022-05-12 10:30:37,"1,161s",PASSED
"click(findTestObject(""Competitors/Edit Competitor/button_Competitors_editButton""))",Chrome 100.0.4896.75,,,2022-05-12 10:30:37,2022-05-12 10:30:38,"0,880s",PASSED
"setText(findTestObject(""Competitors/Add Competitors/input_Competitor_form""), competitornamemodify)",Chrome 100.0.4896.75,,,2022-05-12 10:30:38,2022-05-12 10:31:10,"31,258s",FAILED
,,,,,,,
Test Cases/Delete Competitor,Chrome 100.0.4896.75,,,2022-05-12 10:31:10,2022-05-12 10:31:58,"48,115s",FAILED
"openBrowser("""")",Chrome 100.0.4896.75,,,2022-05-12 10:31:10,2022-05-12 10:31:11,"0,911s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 100.0.4896.75,,,2022-05-12 10:31:11,2022-05-12 10:31:20,"9,280s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 100.0.4896.75,,,2022-05-12 10:31:20,2022-05-12 10:31:21,"0,685s",PASSED
"setText(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 100.0.4896.75,,,2022-05-12 10:31:21,2022-05-12 10:31:22,"0,703s",PASSED
"click(findTestObject(""Object Repository/Create Lead/Page_Debt IMS/button_Login""))",Chrome 100.0.4896.75,,,2022-05-12 10:31:22,2022-05-12 10:31:24,"2,422s",PASSED
"click(findTestObject(""Competitors/Add Competitors/strong_Maintenance Tools""))",Chrome 100.0.4896.75,,,2022-05-12 10:31:24,2022-05-12 10:31:25,"0,798s",PASSED
"click(findTestObject(""Competitors/Add Competitors/span_Competitors""))",Chrome 100.0.4896.75,,,2022-05-12 10:31:25,2022-05-12 10:31:25,"0,532s",PASSED
"setText(findTestObject(""Competitors/Edit Competitor/input competitors for search""), competitornamemodify)",Chrome 100.0.4896.75,,,2022-05-12 10:31:25,2022-05-12 10:31:26,"1,115s",PASSED
"click(findTestObject(""Competitors/Delete competitor/Choose to delete""))",Chrome 100.0.4896.75,,,2022-05-12 10:31:26,2022-05-12 10:31:58,"31,390s",FAILED
