Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Programs,Chrome 98.0.4758.102,,,2022-03-23 01:00:41,2022-03-23 01:01:48,"1m - 7,090s",PASSED
,,,,,,,
Test Cases/Delete Program,Chrome 98.0.4758.102,,,2022-03-23 01:01:14,2022-03-23 01:01:48,"34,372s",PASSED
"openBrowser("""")",Chrome 98.0.4758.102,,,2022-03-23 01:01:14,2022-03-23 01:01:15,"0,934s",PASSED
"navigateToUrl(""http://35.237.24.127:8081/dims-app/#/home"")",Chrome 98.0.4758.102,,,2022-03-23 01:01:15,2022-03-23 01:01:38,"23,258s",PASSED
"setText(findTestObject(""Object Repository/debt ims R/Page_Debt IMS/input_Username_form-control w-75 ng-untouch_2a886e""), username)",Chrome 98.0.4758.102,,,2022-03-23 01:01:38,2022-03-23 01:01:39,"0,701s",PASSED
"setText(findTestObject(""Object Repository/debt ims R/Page_Debt IMS/input_Password_form-control w-75 ng-untouch_173c6b""), pass)",Chrome 98.0.4758.102,,,2022-03-23 01:01:39,2022-03-23 01:01:40,"0,741s",PASSED
"click(findTestObject(""Object Repository/debt ims R/Page_Debt IMS/button_Login""))",Chrome 98.0.4758.102,,,2022-03-23 01:01:40,2022-03-23 01:01:42,"2,510s",PASSED
"click(findTestObject(""Object Repository/Programs/strong_Maintenance Tools""))",Chrome 98.0.4758.102,,,2022-03-23 01:01:42,2022-03-23 01:01:43,"0,766s",PASSED
"click(findTestObject(""Object Repository/Programs/span_Programs""))",Chrome 98.0.4758.102,,,2022-03-23 01:01:43,2022-03-23 01:01:43,"0,513s",PASSED
"setText(findTestObject(""Programs/Page_Debt IMS/input_Programs_for looking""), ""Test DG aut modi"")",Chrome 98.0.4758.102,,,2022-03-23 01:01:43,2022-03-23 01:01:45,"1,231s",PASSED
"click(findTestObject(""Programs/delete program/Page_Debt IMS/td_Office_tdEditButton""))",Chrome 98.0.4758.102,,,2022-03-23 01:01:45,2022-03-23 01:01:46,"0,838s",PASSED
"click(findTestObject(""Programs/delete program/Page_Debt IMS/button_Welcome, Julio Uzctegui_deleteButton""))",Chrome 98.0.4758.102,,,2022-03-23 01:01:46,2022-03-23 01:01:46,"0,582s",PASSED
"delay(1, STOP_ON_FAILURE)",Chrome 98.0.4758.102,,,2022-03-23 01:01:46,2022-03-23 01:01:47,"1,005s",PASSED
"click(findTestObject(""Programs/delete program/Page_Debt IMS/button_Accept""))",Chrome 98.0.4758.102,,,2022-03-23 01:01:47,2022-03-23 01:01:47,"0,364s",PASSED
"click(findTestObject(""Object Repository/Programs/span_Programs""))",Chrome 98.0.4758.102,,,2022-03-23 01:01:47,2022-03-23 01:01:48,"0,904s",PASSED
